countryCode2,countryCode3,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight 
PL,POL,27,female,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ work less,|It increases solidarity because it is funded by everyone || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,26_39,0.655497765
PL,POL,20,male,urban,medium,no,no,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,14_25,0.453939846
PL,POL,22,female,urban,high,yes,no,I know something about it,I would probably vote against it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward|,14_25,0.333541204
PL,POL,45,female,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward || It is impossible to finance || Foreigners might come to my country and take advantage of the benefit|,40_65,0.512379443
PL,POL,31,male,urban,medium,yes,yes,I have never heard of it,I would not vote,A basic income would not affect my work choices,None of the above,None of the above,26_39,1.042.366.738
PL,POL,40,male,rural,low,yes,yes,I have never heard of it,I would not vote,None of the above,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,0.936781749
PL,POL,41,female,urban,high,yes,yes,I know something about it,I would not vote,A basic income would not affect my work choices,None of the above,None of the above,40_65,0.512379443
PL,POL,36,male,urban,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity,It might encourage people to stop working,26_39,1.042.366.738
PL,POL,52,male,urban,low,no,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It is impossible to finance || It increases dependence on the state|,40_65,0.29019684
PL,POL,30,female,urban,high,no,no,I understand it fully,I would probably vote for it,‰Û_ gain additional skills,|It increases appreciation for household work and volunteering || It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It creates more equality of opportunity|,|It is impossible to finance || It increases dependence on the state|,26_39,0.540573831
PL,POL,19,male,urban,low,no,no,I have never heard of it,I would probably vote for it,‰Û_ stop working,|It reduces bureaucracy and administrative expenses || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It is impossible to finance|,14_25,0.976080521
PL,POL,29,male,urban,NA,yes,no,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,|It is impossible to finance || Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,0.653953834
PL,POL,50,female,urban,medium,no,yes,I have never heard of it,I would probably vote against it,‰Û_ work less,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state || Foreigners might come to my country and take advantage of the benefit|,40_65,0.94748052
