countryCode2,countryName,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight
IT,Italy,40,female,urban,medium,yes,yes,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,|It might encourage people to stop working || Only the people who need it most should get something from the state|,40_65,108.313.934
IT,Italy,45,male,urban,medium,yes,yes,I know something about it,I would vote for it,‰Û_ gain additional skills,It increases solidarity because it is funded by everyone,It might encourage people to stop working,40_65,0.850704263
IT,Italy,22,female,urban,high,no,no,I have heard just a little about it,I would vote for it,‰Û_ work as a freelancer,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state|,14_25,0.549848079
IT,Italy,59,female,urban,high,yes,no,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,It creates more equality of opportunity,Only the people who need it most should get something from the state,40_65,0.706560884
IT,Italy,15,male,urban,low,no,no,I know something about it,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone|,|It is impossible to finance || It might encourage people to stop working || Only the people who need it most should get something from the state || It is against the principle of linking merit and reward|,14_25,1.177.907.825
IT,Italy,43,female,urban,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,|It is impossible to finance || Only the people who need it most should get something from the state|,40_65,0.706560884
IT,Italy,39,female,urban,medium,yes,no,I know something about it,I would probably vote against it,‰Û_ look for a different job,None of the above,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state || Only the people who need it most should get something from the state|,26_39,1.426.708.894
IT,Italy,46,female,urban,medium,yes,yes,I know something about it,I would vote for it,‰Û_ do more volunteering work,It increases appreciation for household work and volunteering,It increases dependence on the state,40_65,108.313.934
IT,Italy,17,male,urban,low,no,no,I have heard just a little about it,I would vote for it,‰Û_ do more volunteering work,|It increases solidarity because it is funded by everyone || It reduces anxiety about financing basic needs|,Foreigners might come to my country and take advantage of the benefit,14_25,1.177.907.825
IT,Italy,44,male,urban,high,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit || It increases dependence on the state || Only the people who need it most should get something from the state|,40_65,0.488777171
IT,Italy,46,male,urban,medium,yes,yes,I know something about it,I would vote for it,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,40_65,0.850704263
IT,Italy,42,male,urban,medium,no,yes,I understand it fully,I would vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It increases solidarity because it is funded by everyone|,None of the above,40_65,0.850704263
IT,Italy,25,male,urban,low,no,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It encourages financial independence and self-responsibility || It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It is impossible to finance || Only the people who need it most should get something from the state|,14_25,1.177.907.825
